name,rank,branch,incidentdate,state,day,month,year,pop1950
"BAGINSKI, FELIX",Pvt,UNITED STATES ARMY,11/28/50,PENNSYLVANIA,28,11,1950,10498012
"BAGWELL, CECIL",Cpl,UNITED STATES ARMY,9/19/51,LOUISIANA,19,9,1951,2701000
"BAIDO, JAMES",Capt,UNITED STATES ARMY,11/27/50,MARYLAND,27,11,1950,2376000
"BAILEY, CHARLES",Cpl,UNITED STATES ARMY,7/11/50,MICHIGAN,11,7,1950,6421000
"BAILEY, CLAIR",Pvt,UNITED STATES ARMY,7/20/50,VERMONT,20,7,1950,377000
"BAILEY, JAMES",Pfc,UNITED STATES ARMY,5/19/51,KENTUCKY,19,5,1951,2957000
"BAILEY, MAX",Pfc,UNITED STATES ARMY,11/30/50,IDAHO,30,11,1950,592000
"BAILEY, MILTON",Sgt,UNITED STATES ARMY,7/17/51,PENNSYLVANIA,17,7,1951,10498012
"BAILEY, STANLEY",Capt,UNITED STATES AIR FORCE,1/13/53,NEW MEXICO,13,1,1953,687000
"BAIN, GEORGE",1st Lt,UNITED STATES AIR FORCE,2/22/52,CALIFORNIA,22,2,1952,10586223
"BAIN, ODOM",Cpl,UNITED STATES MARINE CORPS,12/2/50,ALABAMA,2,12,1950,3060000
"BAIRD, LEON",Sfc,UNITED STATES ARMY,11/30/50,WASHINGTON,30,11,1950,2386000
"BAKER, ALLEN",Cpl,UNITED STATES ARMY,12/2/50,NEBRASKA,2,12,1950,1324000
"BAKER, BAXTER",Capt,UNITED STATES ARMY,5/18/51,NORTH CAROLINA,18,5,1951,4060000
"BAKER, CLIFFORD",1st Lt,UNITED STATES ARMY,3/7/53,WYOMING,7,3,1953,292000
"BAKER, EDDIE",Pvt,UNITED STATES ARMY,12/6/50,NORTH CAROLINA,6,12,1950,4060000
"BAKER, FRANK",Pfc,UNITED STATES ARMY,11/30/50,GEORGIA,30,11,1950,3451000
"BAKER, FRED",Sgt,UNITED STATES ARMY,8/2/50,CALIFORNIA,2,8,1950,10586223
"BAKER, HENRY",Cpl,UNITED STATES ARMY,10/14/52,FLORIDA,14,10,1952,2821000
"BAKER, JACK",Sgt,UNITED STATES ARMY,9/5/50,ILLINOIS,5,9,1950,8712176
"BAKER, JAMES",Pfc,UNITED STATES ARMY,12/1/50,ILLINOIS,1,12,1950,8712176
"BAKER, PAUL",Pvt,UNITED STATES ARMY,9/1/51,OHIO,1,9,1951,7946627
"BAKER, WALTER",Pfc,UNITED STATES ARMY,7/12/50,ILLINOIS,12,7,1950,8712176
"BAKIE, DONALD",Pfc,UNITED STATES ARMY,11/2/50,MARYLAND,2,11,1950,2376000
"BALALONG, JOSE",Cpl,UNITED STATES ARMY,11/2/50,HAWAII,2,11,1950,491000
"BALCH, PHILLIP",ATAN,UNITED STATES NAVY,8/26/51,NEW HAMPSHIRE,26,8,1951,531000
"BALDONADO, JOE",Cpl,UNITED STATES ARMY,11/25/50,CALIFORNIA,25,11,1950,10586223
"BALDUZZI, JAMES",1st Lt,UNITED STATES ARMY,7/9/53,PENNSYLVANIA,9,7,1953,10498012
"BALEJA, WALTER",Pfc,UNITED STATES ARMY,6/15/52,NEW JERSEY,15,6,1952,4860000
"BALFOUR, GEORGE",Pfc,UNITED STATES ARMY,2/13/51,VI,13,2,1951,#N/A
"BALL, EDWARD",Sfc,UNITED STATES ARMY,11/26/50,NEW YORK,26,11,1950,14830192
"BALL, JOHN",Pfc,UNITED STATES ARMY,11/30/50,OHIO,30,11,1950,7946627
"BALL, MATHIS",Pvt,UNITED STATES ARMY,7/12/50,TEXAS,12,7,1950,7748000
"BALL, WALTER",Pvt,UNITED STATES ARMY,11/21/50,MISSOURI,21,11,1950,3946000
"BALLANTYNE, JAMES",Pfc,UNITED STATES ARMY,2/12/51,MINNESOTA,12,2,1951,2995000
"BALLARD, CLARENCE",Capt,UNITED STATES ARMY,12/2/50,WEST VIRGINIA,2,12,1950,2006000
"BALLESTERO, RICARDO",Pfc,UNITED STATES ARMY,8/8/51,TEXAS,8,8,1951,7748000
"BALLMER, JACK",2dLt,UNITED STATES MARINE CORPS,4/16/51,COLORADO,16,4,1951,1337000
"BAMFORD, CHARLES",Sfc,UNITED STATES ARMY,12/2/50,CALIFORNIA,2,12,1950,10586223
"BANCKER, ROBERT",1st Lt,UNITED STATES AIR FORCE,1/16/52,NEW JERSEY,16,1,1952,4860000
"BANCROFT, WAYNE",LTJG,UNITED STATES NAVY,12/26/52,ILLINOIS,26,12,1952,8712176
"BANKS, DANIEL",Sgt,UNITED STATES ARMY,11/30/50,FLORIDA,30,11,1950,2821000
"BANNISTER, NORMAN",Sfc,UNITED STATES ARMY,11/28/50,HAWAII,28,11,1950,491000
"BAQUET, RUDOLPH",Cpl,UNITED STATES ARMY,11/30/50,LOUISIANA,30,11,1950,2701000
"BARBER, LOYD",Pvt,UNITED STATES ARMY,8/10/50,ARKANSAS,10,8,1950,1906000
"BARBER, RAYMOND",Pfc,UNITED STATES ARMY,9/5/50,TEXAS,5,9,1950,7748000
"BARBER, WILLIAM",Cpl,UNITED STATES ARMY,11/28/50,MICHIGAN,28,11,1950,6421000
"BARBIERE, GEORGE",Cpl,UNITED STATES ARMY,12/2/50,NEW YORK,2,12,1950,14830192
"BARBOSA-MARRERO, CEFERINO",Pfc,UNITED STATES ARMY,9/24/52,PUERTO RICO,24,9,1952,2210000
"BARCHESKY, LESTER",Sgt,UNITED STATES ARMY,12/1/50,WASHINGTON,1,12,1950,2386000
"BARCLAY, BALDWIN",Cpl,UNITED STATES ARMY,8/22/50,GEORGIA,22,8,1950,3451000
"BARDWELL, JOHN",PFC,UNITED STATES MARINE CORPS,4/8/53,TEXAS,8,4,1953,7748000
"BARKER, CHARLES",Pvt,UNITED STATES ARMY,6/4/53,SOUTH CAROLINA,4,6,1953,2119000
"BARKER, DONALD",Cpl,UNITED STATES ARMY,11/26/50,INDIANA,26,11,1950,3952000
"BARKER, WILLIAM",Cpl,UNITED STATES ARMY,11/27/50,OHIO,27,11,1950,7946627
"BARLOTTA, SALVATORE",Pfc,UNITED STATES ARMY,7/25/50,NEW YORK,25,7,1950,14830192
"BARLOW, DUANE",Pfc,UNITED STATES ARMY,12/1/50,NEW YORK,1,12,1950,14830192
"BARNAK, EDWARD",Sgt,UNITED STATES ARMY,2/19/51,PENNSYLVANIA,19,2,1951,10498012
"BARNARD, WILLIAM",Pvt,UNITED STATES ARMY,2/12/51,MISSOURI,12,2,1951,3946000
"BARNES, DAVID",1st Lt,UNITED STATES AIR FORCE,4/22/51,NEBRASKA,22,4,1951,1324000
"BARNES, ERNEST",Pvt,UNITED STATES ARMY,8/15/50,WISCONSIN,15,8,1950,3449000
"BARNES, HERBERT",Pfc,UNITED STATES ARMY,7/20/50,PENNSYLVANIA,20,7,1950,10498012
"BARNES, RAYMOND",Pfc,UNITED STATES ARMY,1/28/52,MICHIGAN,28,1,1952,6421000
"BARNES, ROBERT",Pvt,UNITED STATES ARMY,11/30/50,LOUISIANA,30,11,1950,2701000
"BARNES, WILLIAM",Pvt,UNITED STATES ARMY,12/2/50,TEXAS,2,12,1950,7748000
"BARNETT, CARL",2nd Lt,UNITED STATES AIR FORCE,9/26/51,OHIO,26,9,1951,7946627
"BARNETT, DEANE",Maj,UNITED STATES MARINE CORPS,1/4/53,CALIFORNIA,4,1,1953,10586223
"BARNETT, DONALD",SN,UNITED STATES NAVY,11/29/51,PENNSYLVANIA,29,11,1951,10498012
"BARNETT, GEORGE",Sgt,UNITED STATES ARMY,12/3/50,CONNECTICUT,3,12,1950,2007280
"BARNETT, IVEY",Pvt,UNITED STATES ARMY,11/2/50,ARKANSAS,2,11,1950,1906000
"BARNETT, MURRAY",Cpl,UNITED STATES ARMY,12/1/50,TEXAS,1,12,1950,7748000
"BARNHART, DALE",Pfc,UNITED STATES ARMY,9/7/51,PENNSYLVANIA,7,9,1951,10498012
"BARNHART, ROBERT",PFC,UNITED STATES MARINE CORPS,7/25/53,MISSOURI,25,7,1953,3946000
"BARON, JOHN",Pfc,UNITED STATES ARMY,7/12/50,RHODE ISLAND,12,7,1950,779000
"BARR, JOSEPH",Sgt,UNITED STATES AIR FORCE,6/7/51,RHODE ISLAND,7,6,1951,779000
"BARRETT, ARLIE",Pvt,UNITED STATES ARMY,8/10/50,TENNESSEE,10,8,1950,3304000
"BARRETT, FRANK",Sgt,UNITED STATES MARINE CORPS,12/27/52,NORTH CAROLINA,27,12,1952,4060000
"BARRETT, JOHN",PFC,UNITED STATES MARINE CORPS,12/2/50,NEW YORK,2,12,1950,14830192
"BARRICA, EUGENE",Pvt,UNITED STATES ARMY,11/18/51,ILLINOIS,18,11,1951,8712176
"BARRINGTON, EDGAR",A1C,UNITED STATES AIR FORCE,6/10/52,FLORIDA,10,6,1952,2821000
"BARRIOS, EDWARD",Pfc,UNITED STATES ARMY,3/25/53,CALIFORNIA,25,3,1953,10586223
"BARROW, EDWARD",Capt,UNITED STATES AIR FORCE,2/3/52,TEXAS,3,2,1952,7748000
"BARROW, GEORGE",Sgt,UNITED STATES ARMY,12/6/50,GEORGIA,6,12,1950,3451000
"BARROW, ROY",M/Sgt,UNITED STATES ARMY,12/12/50,MISSISSIPPI,12,12,1950,2169000
"BARRY, ARTHUR",Pfc,UNITED STATES ARMY,4/23/51,NEW YORK,23,4,1951,14830192
"BARRY, EDWARD",Cpl,UNITED STATES ARMY,11/2/50,CALIFORNIA,2,11,1950,10586223
"BARRY, RICHARD",Cpl,UNITED STATES ARMY,7/9/53,MISSISSIPPI,9,7,1953,2169000
"BARTER, CHARLES",Maj,UNITED STATES ARMY,7/14/50,OKLAHOMA,14,7,1950,2193000
"BARTH, HARRY",Pfc,UNITED STATES ARMY,6/11/53,NORTH DAKOTA,11,6,1953,616000
"BARTHOLOMEW, GEORGE",Pvt,UNITED STATES ARMY,7/27/50,CALIFORNIA,27,7,1950,10586223
"BARTLETT, ERNEST",Pfc,UNITED STATES ARMY,8/11/50,MISSOURI,11,8,1950,3946000
"BARTNICK, MATTHEW",Pvt,UNITED STATES ARMY,12/12/50,NEW YORK,12,12,1950,14830192
"BARTON, CHARLES",Cpl,UNITED STATES ARMY,8/14/50,MARYLAND,14,8,1950,2376000
"BARTON, DONALD",Pfc,UNITED STATES ARMY,12/4/50,MICHIGAN,4,12,1950,6421000
"BARTON, DWAYNE",Cpl,UNITED STATES ARMY,10/12/51,OREGON,12,10,1951,1532000
"BARTON, GENE",Pfc,UNITED STATES ARMY,12/2/50,NEW YORK,2,12,1950,14830192
"BARTON, HOWARD",Pfc,UNITED STATES ARMY,2/12/51,WEST VIRGINIA,12,2,1951,2006000
"BARTRAM, JAMES",Cpl,UNITED STATES ARMY,4/11/51,WEST VIRGINIA,11,4,1951,2006000
"BASA, ELIAS",1st Lt,UNITED STATES ARMY,12/2/50,VI,2,12,1950,#N/A
"BASH, CHARLES",RDSN,UNITED STATES NAVY,10/1/50,PENNSYLVANIA,1,10,1950,10498012
"BASHA, FREDDIE",Pvt,UNITED STATES ARMY,11/28/50,LOUISIANA,28,11,1950,2701000
"BASHAM, EDWIN",Pvt,UNITED STATES ARMY,12/3/50,WEST VIRGINIA,3,12,1950,2006000
"BASHAM, ERNEST",Cpl,UNITED STATES ARMY,7/8/53,MISSISSIPPI,8,7,1953,2169000
"BASHAM, JOHN",Pvt,UNITED STATES ARMY,4/25/51,KENTUCKY,25,4,1951,2957000
"BASS, LONZA",Pvt,UNITED STATES ARMY,10/14/52,ARKANSAS,14,10,1952,1906000
"BASSETT, WELDON",Cpl,UNITED STATES ARMY,12/15/50,MINNESOTA,15,12,1950,2995000
"BASTIE, WILLIAM",Pvt,UNITED STATES ARMY,2/4/51,MASSACHUSETTS,4,2,1951,4690000
"BATCHELOR, MARION",Pvt,UNITED STATES ARMY,7/11/50,ILLINOIS,11,7,1950,8712176
"BATEMAN, JAMES",Capt,UNITED STATES AIR FORCE,10/29/52,PENNSYLVANIA,29,10,1952,10498012
"BATEMAN, RICHARD",ENS,UNITED STATES NAVY,10/28/51,NEW MEXICO,28,10,1951,687000
"BATES, HAROLD",Cpl,UNITED STATES ARMY,11/26/50,NEW JERSEY,26,11,1950,4860000
"BATES, WILLIAM",PFC,UNITED STATES MARINE CORPS,7/19/53,ALABAMA,19,7,1953,3060000
"BATISTE, JOSEPH",Pvt,UNITED STATES ARMY,2/14/51,TEXAS,14,2,1951,7748000
"BATSON, JAMES",Pfc,UNITED STATES ARMY,11/13/51,CALIFORNIA,13,11,1951,10586223
"BATSON, ROLAND",LTJG,UNITED STATES NAVY,11/11/50,NEW JERSEY,11,11,1950,4860000
"BATTY, CLAUDE",1st Lt,UNITED STATES AIR FORCE,12/1/50,MISSOURI,1,12,1950,3946000
"BATY, GEORGE",Cpl,UNITED STATES ARMY,11/29/50,MISSOURI,29,11,1950,3946000
"BATY, WILLIE",Cpl,UNITED STATES ARMY,9/14/50,TEXAS,14,9,1950,7748000
"BAUER, GERALD",Pvt,UNITED STATES ARMY,4/25/51,WISCONSIN,25,4,1951,3449000
"BAUER, HAROLD",Capt,UNITED STATES ARMY,12/2/50,PENNSYLVANIA,2,12,1950,10498012
"BAUER, JESSIE",Pfc,UNITED STATES ARMY,11/28/50,WASHINGTON,28,11,1950,2386000
"BAUER, LESTER",Pfc,UNITED STATES ARMY,7/27/50,INDIANA,27,7,1950,3952000
"BAUER, LOUIS",Pfc,UNITED STATES ARMY,11/11/51,OHIO,11,11,1951,7946627
"BAUGHMAN, ALLEN",Sfc,UNITED STATES ARMY,2/12/51,ILLINOIS,12,2,1951,8712176
"BAULK, RICHARD",Pvt,UNITED STATES ARMY,7/16/50,MICHIGAN,16,7,1950,6421000
"BAUMER, ROBERT",1st Lt,UNITED STATES AIR FORCE,6/10/52,NEW YORK,10,6,1952,14830192
"BAUWIN, EUGENE",Capt,UNITED STATES AIR FORCE,1/13/53,PENNSYLVANIA,13,1,1953,10498012
"BAX, RALPH",Pvt,UNITED STATES ARMY,11/29/50,NEW YORK,29,11,1950,14830192
"BAXTER, JACK",Pfc,UNITED STATES ARMY,8/14/52,ILLINOIS,14,8,1952,8712176
"BAXTER, LAWRENCE",Pvt,UNITED STATES ARMY,12/2/50,OKLAHOMA,2,12,1950,2193000
"BAXTER, SAMUEL",Capt,UNITED STATES AIR FORCE,11/14/51,CALIFORNIA,14,11,1951,10586223
"BAXTER, THURSTON",2nd Lt,UNITED STATES AIR FORCE,12/21/51,CALIFORNIA,21,12,1951,10586223
"BAY, FRANK",2nd Lt,UNITED STATES AIR FORCE,5/10/51,CALIFORNIA,10,5,1951,10586223
"BAYS, JIMMIE",Pfc,UNITED STATES ARMY,9/5/50,WEST VIRGINIA,5,9,1950,2006000
"BAZEMORE, WILLARD",Pfc,UNITED STATES ARMY,12/1/50,GEORGIA,1,12,1950,3451000
"BAZZELL, BENJAMIN",Pfc,UNITED STATES ARMY,12/6/50,CONNECTICUT,6,12,1950,2007280
"BEACH, FLOYD",Pvt,UNITED STATES ARMY,10/7/51,CALIFORNIA,7,10,1951,10586223
"BEACHAM, THOMAS",Pfc,UNITED STATES AIR FORCE,3/31/52,MISSISSIPPI,31,3,1952,2169000
"BEAHM, THOMAS",Pvt,UNITED STATES ARMY,7/12/50,PENNSYLVANIA,12,7,1950,10498012
"BEAN, FREDERICK",Cpl,UNITED STATES ARMY,11/29/50,TENNESSEE,29,11,1950,3304000
"BEAN, HARRY",Sgt,UNITED STATES MARINE CORPS,12/6/50,MICHIGAN,6,12,1950,6421000
"BEAN, HENRY",Pfc,UNITED STATES ARMY,11/30/50,MICHIGAN,30,11,1950,6421000
"BEAN, WALTER",1stLt,UNITED STATES MARINE CORPS,11/21/50,CALIFORNIA,21,11,1950,10586223
"BEAR, ELMER",Pfc,UNITED STATES ARMY,11/26/50,NORTH DAKOTA,26,11,1950,616000
"BEARD, HAROLD",Pfc,UNITED STATES ARMY,2/12/51,PENNSYLVANIA,12,2,1951,10498012
"BEARD, HOWARD",Cpl,UNITED STATES ARMY,7/17/53,ILLINOIS,17,7,1953,8712176
"BEARD, ROBERT",1st Lt,UNITED STATES ARMY,11/26/50,INDIANA,26,11,1950,3952000
"BEARD, ROBERT",Pfc,UNITED STATES ARMY,11/27/50,MICHIGAN,27,11,1950,6421000
"BEARDALL, HAROLD",Capt,UNITED STATES AIR FORCE,5/21/51,FLORIDA,21,5,1951,2821000
"BEASLEY, CARRIE",Pvt,UNITED STATES ARMY,11/27/50,MISSISSIPPI,27,11,1950,2169000
"BEASLEY, CLIFFORD",Cpl,UNITED STATES ARMY,12/1/50,KENTUCKY,1,12,1950,2957000
"BEASLEY, MORRIS",Pvt,UNITED STATES ARMY,9/4/50,MICHIGAN,4,9,1950,6421000
"BEASLEY, WILLARD",Pfc,UNITED STATES ARMY,10/10/51,VIRGINIA,10,10,1951,3262000
"BEATTY, THOMAS",Cpl,UNITED STATES ARMY,8/18/51,ILLINOIS,18,8,1951,8712176
"BEATY, CHARLES",Cpl,UNITED STATES ARMY,12/3/50,ARKANSAS,3,12,1950,1906000
"BEATY, SHERMAN",Col,UNITED STATES AIR FORCE,4/1/53,WASHINGTON,1,4,1953,2386000
"BEAUCHESNE, ALFRED",Sfc,UNITED STATES ARMY,11/2/50,RHODE ISLAND,2,11,1950,779000
"BEAULIEU, RICHARD",Pfc,UNITED STATES ARMY,12/1/50,MASSACHUSETTS,1,12,1950,4690000
"BEAVER, CLARENCE",Sgt,UNITED STATES ARMY,2/13/51,CALIFORNIA,13,2,1951,10586223
"BEAVERSON, BILLY",Cpl,UNITED STATES ARMY,11/28/50,OREGON,28,11,1950,1532000
"BECK, JAY",Pfc,UNITED STATES ARMY,2/13/51,PENNSYLVANIA,13,2,1951,10498012
"BECK, ROBERT",BMC,UNITED STATES NAVY,10/1/50,CALIFORNIA,1,10,1950,10586223
"BECKER, DONALD",Cpl,UNITED STATES ARMY,11/26/50,ILLINOIS,26,11,1950,8712176
"BECKER, JOSEPH",Sgt,UNITED STATES ARMY,11/2/50,KANSAS,2,11,1950,1915000
"BECKERT, HAROLD",Cpl,UNITED STATES ARMY,7/24/50,NEW YORK,24,7,1950,14830192
"BECKHAM, LARRY",Pfc,UNITED STATES ARMY,7/16/50,ARKANSAS,16,7,1950,1906000
"BEDELL, NORMAN",Pvt,UNITED STATES ARMY,7/27/50,MICHIGAN,27,7,1950,6421000
"BEEBE, JOHN",Maj,UNITED STATES MARINE CORPS,9/24/50,MINNESOTA,24,9,1950,2995000
"BEECHER, WILBERT",Pvt,UNITED STATES ARMY,7/20/50,FLORIDA,20,7,1950,2821000
"BEEK, ELDERT",Cpl,UNITED STATES ARMY,12/1/50,IOWA,1,12,1950,2621000
"BEELMAN, THOMAS",Pfc,UNITED STATES ARMY,12/12/50,IOWA,12,12,1950,2621000
"BEEM, ROGER",2dLt,UNITED STATES MARINE CORPS,7/7/52,OHIO,7,7,1952,7946627
"BEESON, JACK",Capt,UNITED STATES AIR FORCE,12/19/51,CALIFORNIA,19,12,1951,10586223
"BEETLE, AUSTIN",1st Lt,UNITED STATES AIR FORCE,7/4/52,PENNSYLVANIA,4,7,1952,10498012
"BEGLEY, JAMES",Pfc,UNITED STATES ARMY,4/25/51,TENNESSEE,25,4,1951,3304000
"BEHRINGER, RUSSELL",M/Sgt,UNITED STATES ARMY,11/30/50,CALIFORNIA,30,11,1950,10586223
"BELASKI, SAMUEL",Pfc,UNITED STATES ARMY,7/31/50,CALIFORNIA,31,7,1950,10586223
"BELCHER, JAMES",Cpl,UNITED STATES ARMY,11/28/50,MINNESOTA,28,11,1950,2995000
"BELDEN, HOWARD",Cpl,UNITED STATES ARMY,12/1/50,NEW YORK,1,12,1950,14830192
"BELFE, BERNARD",PFC,UNITED STATES MARINE CORPS,3/26/53,MARYLAND,26,3,1953,2376000
"BELL, ALTON",Pfc,UNITED STATES ARMY,12/2/50,TEXAS,2,12,1950,7748000
"BELL, DONALD",1st Lt,UNITED STATES AIR FORCE,1/26/52,CALIFORNIA,26,1,1952,10586223
"BELL, EDMOND",Pvt,UNITED STATES ARMY,10/19/52,VIRGINIA,19,10,1952,3262000
"BELL, JAMES",Cpl,UNITED STATES ARMY,11/11/50,CALIFORNIA,11,11,1950,10586223
"BELL, JAMES",Cpl,UNITED STATES AIR FORCE,1/23/52,MICHIGAN,23,1,1952,6421000
"BELL, JOHNNIE",Pfc,UNITED STATES ARMY,11/26/50,TEXAS,26,11,1950,7748000
"BELL, PETER",Sgt,UNITED STATES ARMY,12/1/50,TEXAS,1,12,1950,7748000
"BELL, ROBERT",Maj,UNITED STATES ARMY,11/30/50,ILLINOIS,30,11,1950,8712176
"BELL, VESTEEN",Pvt,UNITED STATES ARMY,11/28/50,TEXAS,28,11,1950,7748000
"BELL, WARDELL",Pvt,UNITED STATES ARMY,12/1/50,MISSOURI,1,12,1950,3946000
"BELL, WILLIAM",2nd Lt,UNITED STATES AIR FORCE,10/7/52,NORTH CAROLINA,7,10,1952,4060000
"BELL, WILLIAM",Pvt,UNITED STATES ARMY,2/12/51,VIRGINIA,12,2,1951,3262000
"BELLAH, MORGAN",Cpl,UNITED STATES ARMY,12/1/50,TEXAS,1,12,1950,7748000
"BELLAMY, ROY",Pvt,UNITED STATES ARMY,2/12/51,KENTUCKY,12,2,1951,2957000
"BELLAVIA, SALVATORE",Pfc,UNITED STATES ARMY,10/1/52,NEW YORK,1,10,1952,14830192
"BELLER, JAMES",Pvt,UNITED STATES ARMY,7/27/50,CALIFORNIA,27,7,1950,10586223
"BELLON, ARCHIE",M/Sgt,UNITED STATES ARMY,11/27/50,MICHIGAN,27,11,1950,6421000
"BENDER, ROBERT",Pvt,UNITED STATES ARMY,4/22/51,NEW YORK,22,4,1951,14830192
"BENDER, VICTOR",Sgt,UNITED STATES ARMY,11/27/50,INDIANA,27,11,1950,3952000
"BENDINSKY, LEONARD",TSgt,UNITED STATES AIR FORCE,2/25/51,PENNSYLVANIA,25,2,1951,10498012
"BENGTSON, WILLIAM",2nd Lt,UNITED STATES ARMY,11/2/50,PENNSYLVANIA,2,11,1950,10498012
"BENNER, WARREN",Pvt,UNITED STATES ARMY,7/12/50,PENNSYLVANIA,12,7,1950,10498012
"BENNETT, CHAUNCEY",Capt,UNITED STATES AIR FORCE,4/30/51,WASHINGTON,30,4,1951,2386000
"BENNETT, HAYDEN",Sgt,UNITED STATES ARMY,12/3/50,ILLINOIS,3,12,1950,8712176
"BENNETT, RAYMOND",1st Lt,UNITED STATES AIR FORCE,3/22/52,NEW YORK,22,3,1952,14830192
"BENSINGER, NORMAN",Pfc,UNITED STATES ARMY,11/2/50,MARYLAND,2,11,1950,2376000
"BENSON, GERALD",Pfc,UNITED STATES ARMY,5/18/51,OKLAHOMA,18,5,1951,2193000
"BENZONI, CESAR",PFC,UNITED STATES MARINE CORPS,11/27/50,TEXAS,27,11,1950,7748000
"BERARDI, THOMAS",Pfc,UNITED STATES ARMY,7/5/50,MASSACHUSETTS,5,7,1950,4690000
"BERG, MARVIN",Capt,UNITED STATES MARINE CORPS,11/30/50,WASHINGTON,30,11,1950,2386000
"BERGE, RALPH",Pvt,UNITED STATES ARMY,7/11/50,CALIFORNIA,11,7,1950,10586223
"BERGERON, DWIGHT",Pfc,UNITED STATES ARMY,12/15/50,MINNESOTA,15,12,1950,2995000
"BERGERON, JOSEPH",Pfc,UNITED STATES ARMY,7/20/50,CONNECTICUT,20,7,1950,2007280
"BERGMAN, WILLIAM",1st Lt,UNITED STATES ARMY,7/28/50,ARKANSAS,28,7,1950,1906000
"BERGMANN, LOUIS",Sgt,UNITED STATES AIR FORCE,4/12/51,MINNESOTA,12,4,1951,2995000
"BERGSTRAESSER, CLARENCE",1st Lt,UNITED STATES AIR FORCE,2/21/52,TEXAS,21,2,1952,7748000
"BERGUM, EDMUND",Pfc,UNITED STATES ARMY,6/14/52,NORTH DAKOTA,14,6,1952,616000
"BERMAN, BERNARD",1st Lt,UNITED STATES AIR FORCE,12/9/51,ILLINOIS,9,12,1951,8712176
"BERNAL, LEO",Pvt,UNITED STATES ARMY,9/23/51,CALIFORNIA,23,9,1951,10586223
"BERNAL, LEON",Capt,UNITED STATES MARINE CORPS,3/11/51,MISSOURI,11,3,1951,3946000
"BERNARD, ELTON",Cpl,UNITED STATES ARMY,12/1/50,LOUISIANA,1,12,1950,2701000
"BERNARDY, ALFRED",Pfc,UNITED STATES ARMY,11/29/50,MINNESOTA,29,11,1950,2995000
"BERNINGER, JAMES",Pvt,UNITED STATES ARMY,10/28/52,MICHIGAN,28,10,1952,6421000
"BERNOSKY, ANTHONY",Cpl,UNITED STATES ARMY,11/2/50,NEW JERSEY,2,11,1950,4860000
"BERRIER, JACKIE",Pvt,UNITED STATES ARMY,7/11/50,MISSOURI,11,7,1950,3946000
"BERRIOS-ORTIZ, CANDIDO",Pfc,UNITED STATES ARMY,11/21/50,PUERTO RICO,21,11,1950,2210000
"BERRIOS-SANTIAGO, JORGE",Pvt,UNITED STATES ARMY,9/24/52,PUERTO RICO,24,9,1952,2210000
"BERRY, A.D.",M/Sgt,UNITED STATES ARMY,12/2/50,INDIANA,2,12,1950,3952000
"BERRY, BENNY",Pvt,UNITED STATES ARMY,2/12/51,ILLINOIS,12,2,1951,8712176
"BERRY, GEORGE",M/Sgt,UNITED STATES ARMY,12/6/50,WEST VIRGINIA,6,12,1950,2006000
"BERRY, JAMES",Pvt,UNITED STATES ARMY,2/12/51,MICHIGAN,12,2,1951,6421000
"BERRY, RICHARD",Pvt,UNITED STATES ARMY,6/30/51,NEW YORK,30,6,1951,14830192
"BERRY, ROBERT",HN,UNITED STATES NAVY,12/7/50,MASSACHUSETTS,7,12,1950,4690000
"BERRY, ROBERT",Pfc,UNITED STATES ARMY,11/2/50,MISSOURI,2,11,1950,3946000
"BERRYMAN, BENNIE",FA,UNITED STATES NAVY,9/26/50,ARKANSAS,26,9,1950,1906000
"BERTAIN, ROBERT",RD1,UNITED STATES NAVY,6/12/51,CALIFORNIA,12,6,1951,10586223
"BERTRANG, FREDERICK",Pfc,UNITED STATES ARMY,7/20/50,WISCONSIN,20,7,1950,3449000
"BESEMER, ROBERT",Cpl,UNITED STATES ARMY,7/25/50,MICHIGAN,25,7,1950,6421000
"BESS, WILLIAM",Pfc,UNITED STATES ARMY,9/11/50,OHIO,11,9,1950,7946627
"BEST, LEONARD",Sfc,UNITED STATES ARMY,11/29/50,MASSACHUSETTS,29,11,1950,4690000
"BEST, ROBERT",Pfc,UNITED STATES ARMY,12/2/50,WISCONSIN,2,12,1950,3449000
"BETAR, AUTREY",Pfc,UNITED STATES ARMY,12/2/50,TEXAS,2,12,1950,7748000
"BETH, ROBERT",Cpl,UNITED STATES MARINE CORPS,12/2/50,ILLINOIS,2,12,1950,8712176
"BETSWORTH, CHARLES",Sfc,UNITED STATES ARMY,7/8/50,KANSAS,8,7,1950,1915000
"BETTENCOURT, ERNEST",Sgt,UNITED STATES ARMY,11/27/50,CALIFORNIA,27,11,1950,10586223
"BETTIS, ALLAN",2nd Lt,UNITED STATES AIR FORCE,4/13/52,TENNESSEE,13,4,1952,3304000
"BETZER, GROVER",Maj,UNITED STATES MARINE CORPS,5/2/53,OREGON,2,5,1953,1532000
"BEVACQUA, MICHAEL",Cpl,UNITED STATES ARMY,11/30/50,NEW YORK,30,11,1950,14830192
"BEVANS, ROBERT",Sgt,UNITED STATES AIR FORCE,4/12/51,CALIFORNIA,12,4,1951,10586223
"BEVELS, CHARLES",Cpl,UNITED STATES ARMY,7/12/50,MISSISSIPPI,12,7,1950,2169000
"BEVERLY, OTIS",Pfc,UNITED STATES ARMY,11/26/50,VIRGINIA,26,11,1950,3262000
"BEVILACQUA, VINCENT",SSgt,UNITED STATES AIR FORCE,10/16/52,MASSACHUSETTS,16,10,1952,4690000
